% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-4.840000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.554010285e+007 +1.554010285e+007 +1.554005445e+007 +1.554005445e+007 +3.3416e+000 +4.8496e+000 -3.2998e+000 -3.2082e+000 -3.5940e-001 -4.6303e+000 +2.0773e+000 +3.6860e+000 -2.8871e+000 +4.7908e+000 +3.2405e+000 -4.5038e+000 +2.4813e+000 -3.0782e-001 +1.6183e+000 +2.3885e+000 -4.6181e+000 -2.8508e+000 -7.1280e-001 -3.7512e+000
8 +7.495235445e+006 +7.495235445e+006 +7.495187045e+006 +7.495187045e+006 +4.3664e+000 +1.6879e+000 -2.2937e+000 -1.4063e-001 +3.9999e-001 +3.2424e+000 +7.7626e-001 -3.3161e+000 -1.5536e+000 -3.2771e-001 +1.2223e+000 -1.8655e+000 -1.1615e+000 +4.3827e+000 -1.1362e+000 -9.9752e-001 +1.0145e+000 -3.3348e+000 +1.4860e+000 +5.6465e-001
16 +4.633875645e+006 +4.633875645e+006 +4.633827245e+006 +4.633827245e+006 +3.1799e+000 -2.5302e+000 -6.9836e-002 -2.3609e-001 -4.8266e+000 +3.7425e+000 -2.0888e+000 +1.6830e+000 +2.1757e-001 -1.6243e+000 +2.9625e+000 +2.8030e+000 -2.8078e+000 +4.4961e+000 +1.8080e+000 -3.7146e+000 -3.3847e+000 +1.1089e+000 -6.2264e-001 +7.2708e-002
53 +3.088112515e+006 +3.088112515e+006 +3.088064115e+006 +3.088064115e+006 +5.7934e+000 +6.6050e-001 -5.1726e+000 -2.4178e+000 -5.7644e-001 -2.6250e+000 +1.3234e+000 +4.5225e+000 -3.0197e-001 +7.7723e+000 +4.1586e+000 -3.1990e+000 -3.0398e-001 -2.5657e-001 -1.2491e-001 +4.4586e-001 -2.6172e+000 -5.0362e+000 -5.7492e-001 -7.7317e-001
101 +1.384633668e+006 +1.384633668e+006 +1.384585268e+006 +1.384585268e+006 -2.6036e+000 -2.7070e+000 +3.7062e+000 -3.7247e+000 +1.0101e+000 -9.2038e-001 -1.2778e+000 +1.6309e+000 -1.0850e+000 +2.3144e+000 -2.6432e+000 +1.0685e+000 -3.9282e+000 -4.6741e-001 -3.1020e+000 -1.2335e+000 -5.9510e+000 -1.5082e+000 -9.8894e-001 +1.6104e-001
292 +8.385678355e+005 +8.385678355e+005 +8.385194355e+005 +8.385194355e+005 +6.6576e+000 +2.5255e+000 -1.7071e-001 -4.0828e-001 +1.5928e-002 +3.6624e+000 -1.7176e-001 -3.2650e+000 -5.5321e-001 +6.7124e-001 +5.8390e+000 -3.4749e+000 -4.6621e-001 +1.4262e+000 -7.5780e-001 -1.4605e+000 -4.5331e+000 -2.1368e+000 -1.1098e+000 -4.5785e-001
436 +4.112662183e+005 +4.112662183e+005 +4.112178183e+005 +4.112178183e+005 -8.2961e+000 +4.9474e+000 +1.8435e-001 -4.1696e+000 -1.3253e+000 +7.2627e+000 -1.7298e+000 -1.1514e+000 -1.8780e+000 -5.6998e+000 +3.6847e+000 -5.3729e+000 -2.4004e+000 +7.2956e-001 -4.0926e+000 +2.6953e-001 -2.4410e+000 -2.2346e+000 -1.5753e+000 -2.8090e-001
493 +3.625376818e+005 +3.625376818e+005 +3.624892818e+005 +3.624892818e+005 -6.5123e+000 +2.3541e+000 -2.5302e+000 -2.4328e+000 -8.2718e-001 +3.6670e+000 -1.6711e+000 -1.8789e+000 -1.4008e+000 -2.6712e+000 +4.4795e+000 -5.0015e+000 -1.5295e+000 -4.7044e-002 -4.2431e+000 -6.9485e-002 -2.6009e+000 -2.1867e+000 -1.8178e+000 -1.1017e-001
658 +1.999049762e+005 +1.999049762e+005 +1.998565762e+005 +1.998565762e+005 -1.1093e+001 +1.4052e+000 -4.0994e+000 -2.4255e+000 -1.7711e-001 +2.1865e+000 -2.5079e+000 -2.9205e+000 -2.3990e+000 -3.1128e+000 +3.6945e+000 -2.3796e+000 -1.3837e+000 +3.5465e-001 -3.8569e+000 -1.0800e+000 -3.2514e+000 -2.5524e+000 -1.3844e+000 -1.6646e-001
756 +1.533947709e+005 +1.533947709e+005 +1.533463709e+005 +1.533463709e+005 -1.3267e+001 +8.8933e+000 -2.5768e+000 -1.6228e+000 -1.1395e+000 +1.5645e+000 -1.2143e+000 -5.7256e+000 +5.1955e+000 +4.5620e+000 +1.3303e+000 -1.9396e+000 -2.3342e+000 +4.6172e-001 -3.4186e+000 -4.6149e-001 -3.8111e+000 -2.2647e+000 -1.7618e+000 -3.4323e-003
1142 +9.405443735e+004 +9.405443735e+004 +9.400603735e+004 +9.400603735e+004 -1.7556e+001 -5.1145e+000 -1.8849e+000 -2.1085e+000 -1.6086e+000 +3.3668e+000 +1.9312e-001 -3.0174e+000 -3.8421e+000 -1.7246e+000 +2.8089e+000 +1.2318e+000 -3.1097e+000 +1.3823e+000 -2.5636e+000 -6.7670e-001 -3.4330e+000 -2.7178e+000 -1.4307e+000 -3.3876e-002
1216 +5.548730071e+004 +5.548730071e+004 +5.543890071e+004 +5.543890071e+004 -5.1683e+000 +3.3907e+000 -2.4332e+000 -2.3931e+000 -1.6890e+000 +2.4263e+000 +2.6003e-001 -4.3818e+000 -2.5780e+000 -3.3332e+000 +2.4988e+000 -6.8234e-001 -1.9267e+000 +1.7282e+000 -2.8345e+000 -8.4028e-001 -3.5098e+000 -2.2566e+000 -1.6433e+000 -2.2442e-002
1360 +3.467206372e+004 +3.467206372e+004 +3.462366372e+004 +3.462366372e+004 -7.2868e+000 -4.2208e-001 +1.8019e-001 -1.1495e+000 -1.5953e+000 +5.3975e+000 +1.0796e+000 -3.8126e+000 -1.1119e+000 -2.4245e+000 +2.3746e+000 +7.7986e-001 -2.6147e+000 +2.0407e+000 -2.7785e+000 -8.2533e-001 -3.5524e+000 -2.5182e+000 -1.5978e+000 -5.5956e-002
1567 +2.258819139e+004 +2.258819139e+004 +2.253979139e+004 +2.253979139e+004 -6.1736e+000 -2.1266e-002 -3.5475e+000 -1.5430e+000 -2.1933e+000 +5.7777e+000 -7.7936e-001 -3.5001e+000 -7.0163e-001 -9.4622e-001 +2.4696e+000 +1.3361e+000 -1.6850e+000 +1.7140e+000 -2.7740e+000 -8.6740e-001 -3.3999e+000 -2.4765e+000 -1.6327e+000 -3.2817e-003
1703 +1.511981132e+004 +1.511981132e+004 +1.507141132e+004 +1.507141132e+004 -6.1818e+000 -7.4232e+000 -7.8001e+000 -2.4533e+000 -1.9830e+000 +2.4597e+000 +1.9338e-001 -7.2644e-001 +2.1385e+000 +9.8563e-001 +1.4250e+000 +6.4851e-001 -2.1303e+000 +1.8359e+000 -3.0435e+000 -7.7200e-001 -3.3383e+000 -2.5522e+000 -1.6937e+000 -2.7995e-002
1827 +9.338016181e+003 +9.338016181e+003 +9.289616181e+003 +9.289616181e+003 -1.5956e+001 -6.1079e+000 -1.4762e+001 -2.7688e+000 -1.3639e+000 -6.4084e-001 -7.0974e-001 +2.0031e-002 -2.2379e+000 -3.3406e-001 +6.9053e-001 +1.8504e+000 -1.6457e+000 +2.0938e+000 -2.8571e+000 -8.0868e-001 -3.2226e+000 -2.4351e+000 -1.6959e+000 -8.4347e-002
2050 +5.620094480e+003 +5.620094480e+003 +5.571694480e+003 +5.571694480e+003 -1.0068e+001 -7.3306e+000 -1.1275e+001 -3.1825e+000 -1.5156e+000 -1.3080e+000 +4.0336e-002 -6.0344e-001 -6.5882e-001 +2.0392e-001 +3.8018e-001 +1.2953e+000 -1.8087e+000 +2.1335e+000 -2.9483e+000 -7.5561e-001 -3.3330e+000 -2.4345e+000 -1.7314e+000 -5.6536e-002
2385 +2.905775067e+003 +2.905775067e+003 +2.857375067e+003 +2.857375067e+003 -1.2500e+001 -6.9531e+000 -7.3911e+000 -2.8066e+000 +3.2826e-001 -2.9322e+000 -9.5936e-001 +1.8589e-001 -4.7182e-001 -3.4749e-002 +5.6535e-001 +1.0925e+000 -1.4850e+000 +2.1207e+000 -2.9269e+000 -7.6324e-001 -3.3157e+000 -2.4355e+000 -1.6850e+000 -7.4921e-002
2559 +2.201073079e+003 +2.201073079e+003 +2.152673079e+003 +2.152673079e+003 -7.0809e+000 +1.8708e+000 -5.2212e+000 -2.1640e+000 +1.3003e+000 -2.0221e+000 -1.4645e+000 -1.5605e-001 +2.3960e-001 +5.9812e-001 +1.1279e+000 +1.2847e+000 -1.7205e+000 +2.3635e+000 -2.8589e+000 -6.5078e-001 -3.3280e+000 -2.4699e+000 -1.6884e+000 -9.4939e-002
2776 +1.365351585e+003 +1.365351585e+003 +1.316951585e+003 +1.316951585e+003 -7.7100e+000 -1.9274e+000 -4.2313e+000 -2.4144e+000 +5.9441e-001 -3.4850e+000 -1.4901e+000 -7.6554e-001 +2.8196e-001 +6.1904e-001 +1.0167e+000 +1.1553e+000 -1.5964e+000 +2.2077e+000 -2.8429e+000 -6.2361e-001 -3.2931e+000 -2.4458e+000 -1.6843e+000 -8.8695e-002
3048 +9.651217684e+002 +9.651217684e+002 +9.167217684e+002 +9.167217684e+002 -6.1469e+000 -7.3670e-001 -5.2051e+000 -2.3405e+000 -3.3895e-002 -3.0480e+000 -1.7119e+000 -5.5523e-001 +2.1349e-001 +3.9986e-001 +7.8907e-001 +1.0938e+000 -1.7131e+000 +2.1551e+000 -2.8477e+000 -6.4933e-001 -3.3184e+000 -2.4514e+000 -1.6814e+000 -8.2003e-002
3119 +6.211945514e+002 +6.211945514e+002 +5.727945514e+002 +5.727945514e+002 -4.1229e+000 -1.3555e+000 -3.2096e+000 -2.4024e+000 +2.8842e-001 -2.6656e+000 -2.1416e+000 -8.8914e-001 +3.6788e-001 +4.2533e-001 +5.2147e-001 +1.1748e+000 -1.7420e+000 +2.2221e+000 -2.8632e+000 -6.4806e-001 -3.3246e+000 -2.4610e+000 -1.6754e+000 -7.8501e-002
3452 +3.840143327e+002 +3.840143327e+002 +3.356143327e+002 +3.356143327e+002 -5.4694e+000 -3.1033e+000 -7.2837e-001 -3.1553e+000 +1.0547e+000 -2.9921e+000 -2.9267e+000 -1.0844e+000 +3.1005e-001 +6.3443e-001 +5.4076e-001 +1.2457e+000 -1.6167e+000 +2.2474e+000 -2.8550e+000 -6.3376e-001 -3.2981e+000 -2.4664e+000 -1.6733e+000 -7.5757e-002
3662 +1.926494542e+002 +1.926494542e+002 +1.442494542e+002 +1.442494542e+002 -5.9886e+000 -1.1536e+000 -6.1229e-001 -2.3757e+000 +1.4842e+000 -3.3314e+000 -3.4364e+000 -1.0923e+000 +2.3547e-001 +6.1404e-001 +6.8117e-001 +1.1435e+000 -1.6610e+000 +2.2348e+000 -2.8590e+000 -6.6131e-001 -3.3041e+000 -2.4676e+000 -1.6713e+000 -7.6862e-002
3695 +1.556977936e+002 +1.556977936e+002 +1.072977936e+002 +1.072977936e+002 -6.6022e+000 -1.2043e+000 -2.4455e-001 -2.7011e+000 +1.6826e+000 -3.7458e+000 -3.6455e+000 -1.0018e+000 +1.1960e-001 +5.8051e-001 +6.9449e-001 +1.0989e+000 -1.6486e+000 +2.2437e+000 -2.8559e+000 -6.5317e-001 -3.2972e+000 -2.4695e+000 -1.6737e+000 -7.5219e-002
3951 +9.851588496e+001 +9.851588496e+001 +5.011588496e+001 +5.011588496e+001 -4.1328e+000 -2.4307e+000 -9.0090e-001 -3.1607e+000 +2.1023e+000 -3.5458e+000 -3.7692e+000 -9.4506e-001 +2.3549e-002 +6.1301e-001 +6.6570e-001 +1.1237e+000 -1.6400e+000 +2.2282e+000 -2.8468e+000 -6.5563e-001 -3.3134e+000 -2.4705e+000 -1.6816e+000 -7.3207e-002
4172 +5.208981896e+001 +5.208981896e+001 +3.689818963e+000 +3.689818963e+000 -1.9107e+000 -1.1276e+000 -1.3061e+000 -2.6885e+000 +2.2467e+000 -2.9563e+000 -4.1674e+000 -9.9558e-001 +1.7130e-001 +3.7577e-001 +7.0437e-001 +1.0970e+000 -1.6277e+000 +2.2133e+000 -2.8558e+000 -6.4642e-001 -3.3054e+000 -2.4647e+000 -1.6789e+000 -7.2581e-002
4406 +3.837250458e+001 +3.837250458e+001 -1.002749542e+001 -1.002749542e+001 -2.1289e+000 -1.1319e+000 -1.7329e+000 -2.4946e+000 +2.4177e+000 -3.1468e+000 -4.1130e+000 -9.4032e-001 +3.6593e-002 +3.8121e-001 +7.1533e-001 +1.1060e+000 -1.6291e+000 +2.2138e+000 -2.8536e+000 -6.6030e-001 -3.3051e+000 -2.4631e+000 -1.6779e+000 -7.2138e-002
4625 +2.437677316e+001 +2.437677316e+001 -2.402322684e+001 -2.402322684e+001 -1.3798e+000 -3.9686e+000 -1.7583e+000 -2.8027e+000 +2.3020e+000 -3.3651e+000 -4.0356e+000 -9.5397e-001 +1.1493e-001 +4.1636e-001 +6.9751e-001 +1.1167e+000 -1.6231e+000 +2.2189e+000 -2.8564e+000 -6.5910e-001 -3.3067e+000 -2.4637e+000 -1.6781e+000 -7.1772e-002
4826 +1.536346196e+001 +1.536346196e+001 -3.303653804e+001 -3.303653804e+001 -7.2416e-001 -3.3671e+000 -1.6253e+000 -2.6536e+000 +2.3911e+000 -3.6143e+000 -3.8655e+000 -1.0336e+000 +8.5925e-002 +4.2012e-001 +6.9207e-001 +1.0976e+000 -1.6208e+000 +2.2187e+000 -2.8608e+000 -6.5722e-001 -3.3075e+000 -2.4645e+000 -1.6796e+000 -7.2135e-002
5022 +9.313922777e+000 +9.313922777e+000 -3.908607722e+001 -3.908607722e+001 +9.9308e-001 -3.8694e+000 -1.0002e+000 -2.6743e+000 +2.5514e+000 -3.3060e+000 -3.7485e+000 -1.0507e+000 +1.3137e-001 +4.1087e-001 +7.1847e-001 +1.1043e+000 -1.6349e+000 +2.2180e+000 -2.8659e+000 -6.5998e-001 -3.3079e+000 -2.4654e+000 -1.6792e+000 -7.1491e-002
5155 +6.074761272e+000 +6.074761272e+000 -4.232523873e+001 -4.232523873e+001 +7.0148e-001 -3.3144e+000 -1.0115e+000 -2.5431e+000 +2.5078e+000 -3.3348e+000 -3.7932e+000 -1.0690e+000 +1.1926e-001 +4.1677e-001 +7.1727e-001 +1.1081e+000 -1.6325e+000 +2.2178e+000 -2.8649e+000 -6.5725e-001 -3.3078e+000 -2.4651e+000 -1.6787e+000 -7.1867e-002
5439 +3.595029616e+000 +3.595029616e+000 -4.480497038e+001 -4.480497038e+001 +1.0664e+000 -2.8778e+000 -8.7561e-001 -2.3321e+000 +2.5240e+000 -3.2738e+000 -3.7925e+000 -1.0852e+000 +1.0973e-001 +4.2293e-001 +7.1797e-001 +1.1128e+000 -1.6323e+000 +2.2225e+000 -2.8616e+000 -6.5679e-001 -3.3044e+000 -2.4651e+000 -1.6792e+000 -7.1789e-002
5568 +2.508828850e+000 +2.508828850e+000 -4.589117115e+001 -4.589117115e+001 +5.3892e-001 -2.8571e+000 -8.7798e-001 -2.4797e+000 +2.5995e+000 -3.3224e+000 -3.8246e+000 -1.0999e+000 +1.6559e-001 +4.2339e-001 +7.2341e-001 +1.1095e+000 -1.6308e+000 +2.2208e+000 -2.8571e+000 -6.5985e-001 -3.3034e+000 -2.4641e+000 -1.6793e+000 -7.1386e-002
5801 +1.547379485e+000 +1.547379485e+000 -4.685262051e+001 -4.685262051e+001 +1.0062e+000 -2.8461e+000 -9.2975e-001 -2.3076e+000 +2.5910e+000 -3.3485e+000 -3.7977e+000 -1.1301e+000 +1.4546e-001 +4.3068e-001 +7.1521e-001 +1.1183e+000 -1.6330e+000 +2.2237e+000 -2.8621e+000 -6.5902e-001 -3.3049e+000 -2.4637e+000 -1.6787e+000 -7.1698e-002
6058 +9.167541287e-001 +9.167541287e-001 -4.748324587e+001 -4.748324587e+001 +2.5148e-001 -2.9565e+000 -9.5931e-001 -2.3560e+000 +2.6059e+000 -3.3698e+000 -3.8540e+000 -1.1274e+000 +1.4869e-001 +4.2252e-001 +7.0910e-001 +1.1164e+000 -1.6328e+000 +2.2245e+000 -2.8608e+000 -6.5835e-001 -3.3045e+000 -2.4638e+000 -1.6788e+000 -7.1545e-002
6259 +5.805343154e-001 +5.805343154e-001 -4.781946568e+001 -4.781946568e+001 +4.7768e-001 -2.9108e+000 -9.9337e-001 -2.3741e+000 +2.6130e+000 -3.3560e+000 -3.8351e+000 -1.1152e+000 +1.3567e-001 +4.2371e-001 +7.0768e-001 +1.1172e+000 -1.6323e+000 +2.2226e+000 -2.8608e+000 -6.5886e-001 -3.3040e+000 -2.4639e+000 -1.6789e+000 -7.1562e-002
% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.848546801e+007 +3.848546801e+007 +3.848646801e+007 +3.848646801e+007 -3.5937e+000 +4.4702e+000 +4.9136e+000 -8.0773e-001 -3.5648e+000 +9.0890e-001 +4.3288e+000 +3.1828e+000 -2.1919e+000 +1.3899e+000 -1.4664e+000 +4.3047e-001 -4.2596e+000 -4.7728e+000 +1.0365e+000 -4.7943e+000 +2.7107e+000 -3.6634e+000 +4.1590e+000 -3.3962e+000
3 +7.810496806e+006 +7.810496806e+006 +7.811496806e+006 +7.811496806e+006 -1.9951e-001 -1.2682e+000 +1.8853e-001 +3.8494e+000 +1.2910e+000 +4.5674e+000 +4.0429e+000 -2.7700e-001 -1.9255e+000 +4.8945e+000 +1.0586e+000 -1.2060e+000 +2.5734e+000 -2.6697e+000 +3.8136e+000 +3.9595e+000 -5.6128e-001 +7.9325e-002 -1.7167e+000 +2.7418e+000
6 +2.991987200e+006 +2.991987200e+006 +2.992987200e+006 +2.992987200e+006 +4.9572e+000 -6.0839e-002 -1.9678e-001 +2.4891e+000 -2.1838e+000 -1.6902e+000 +4.4734e+000 +3.9857e-001 -2.8441e+000 +2.8748e+000 +1.6677e+000 +2.3482e-001 -2.4169e+000 +2.5803e-001 +4.1744e+000 +2.9841e+000 +4.5717e+000 +1.2811e+000 +4.2801e-001 +4.2612e-001
78 +2.154740621e+006 +2.154740621e+006 +2.155740621e+006 +2.155740621e+006 +6.9922e+000 +9.4650e-001 +8.7156e-002 +8.0596e+000 -7.9211e+000 -1.5146e-001 +3.5687e-001 -5.1264e+000 -6.6543e-002 +3.8163e+000 -1.4182e+000 -3.2281e+000 +1.7801e+000 +2.1543e+000 +4.8431e+000 +3.9322e+000 +5.6077e+000 +1.0356e+000 +1.5139e-001 +1.8896e+000
129 +1.474627349e+006 +1.474627349e+006 +1.475627349e+006 +1.475627349e+006 +3.3834e+000 -1.6485e-001 +1.3803e-001 +1.2398e+000 +4.6332e+000 -3.3803e+000 -4.9778e+000 -6.8960e+000 +4.3546e+000 -7.6649e+000 -1.7537e-001 -2.2134e+000 -2.7368e+000 +8.9820e-001 +4.3265e+000 +7.5744e-001 +2.5121e+000 +5.5576e-001 +1.7733e+000 +1.3346e+000
286 +9.674456822e+005 +9.674456822e+005 +9.684456822e+005 +9.684456822e+005 +7.9510e+000 -6.7732e-001 +4.7170e+000 -2.9284e+000 +3.2143e+000 +1.7222e-001 -5.4789e+000 -8.2318e+000 +2.0055e-001 +2.4099e+000 +6.0608e-001 +1.3459e+000 -5.3663e+000 -1.4434e+000 +3.8635e+000 +2.2033e+000 +3.5572e+000 +5.8172e-001 +1.4863e+000 +1.1901e+000
547 +6.242005078e+005 +6.242005078e+005 +6.252005078e+005 +6.252005078e+005 +6.0007e+000 -4.4870e+000 +3.7431e+000 -3.5981e+000 +2.6505e+000 +1.1993e-001 -3.0803e-001 -6.3565e+000 -1.5255e+000 +5.2792e-001 -7.3872e-001 +5.3308e+000 -2.7728e+000 -1.8978e+000 +3.3775e+000 +2.5816e+000 +3.1951e+000 +7.7280e-001 +1.5690e+000 +1.6833e+000
816 +3.692165745e+005 +3.692165745e+005 +3.702165745e+005 +3.702165745e+005 +9.3816e-001 -3.6556e+000 -5.7668e-001 -5.2801e+000 -1.3963e+000 -6.7183e-001 +1.4638e+000 -7.2969e-001 -1.6232e+000 -4.0846e+000 -3.6959e+000 +3.7984e+000 -1.0076e+000 -1.0099e+000 +1.7440e+000 +2.3776e+000 +2.6853e+000 +1.3743e+000 +1.4246e+000 +1.7962e+000
868 +2.483341316e+005 +2.483341316e+005 +2.493341316e+005 +2.493341316e+005 -2.9434e+000 -3.5960e+000 -5.5437e-001 -8.0451e+000 -6.0760e+000 -3.0428e-001 +2.1170e+000 +3.4799e+000 -4.5073e+000 -3.1554e+000 -2.9701e+000 -1.7040e+000 +2.2017e-001 -2.1075e+000 -5.6680e-001 +1.9692e+000 +3.5529e+000 +1.2051e+000 +1.2702e+000 +1.7556e+000
1043 +1.510148410e+005 +1.510148410e+005 +1.520148410e+005 +1.520148410e+005 +5.5535e+000 -4.2071e+000 +1.9467e+000 -1.4596e+001 -5.4099e+000 +1.2478e+000 +2.1203e+000 -1.3606e-001 -5.3545e+000 -2.7019e+000 -2.0576e+000 -2.4772e+000 -4.4816e+000 -3.1286e+000 -4.3518e-001 +3.6172e+000 +3.6644e+000 +1.5842e+000 +1.3457e+000 +1.7220e+000
1093 +9.741826227e+004 +9.741826227e+004 +9.841826227e+004 +9.841826227e+004 +3.1035e+000 -3.6092e+000 +1.0983e+000 -1.2176e+001 -4.5237e+000 -8.7609e-002 +2.4719e+000 +3.1621e-002 -4.3086e+000 -3.5749e+000 -2.7824e+000 -6.9464e-001 -3.2084e+000 -2.8274e+000 +2.5564e-001 +3.1669e+000 +3.2261e+000 +1.4852e+000 +1.2658e+000 +1.8182e+000
1305 +6.280219061e+004 +6.280219061e+004 +6.380219061e+004 +6.380219061e+004 +4.2798e+000 -4.5227e+000 +1.4727e+000 -9.7833e+000 -5.0753e+000 +2.8943e+000 +3.8627e+000 +1.5191e+000 -4.0348e+000 -5.3458e+000 +4.0458e+000 -2.0525e+000 -1.1287e+000 -2.4841e+000 +5.4830e-001 +3.2037e+000 +2.9933e+000 +1.4236e+000 +1.2987e+000 +1.6824e+000
1644 +3.359848218e+004 +3.359848218e+004 +3.459848218e+004 +3.459848218e+004 +5.9813e+000 -2.9561e+000 +5.3424e+000 -1.0403e+001 -7.1731e+000 +2.4515e+000 +6.0412e+000 +4.7363e+000 -3.2600e+000 -3.2950e+000 +3.5348e+000 -1.9926e+000 -2.0939e+000 -2.3063e+000 +1.1379e+000 +3.1290e+000 +3.4432e+000 +1.4208e+000 +1.2016e+000 +1.7191e+000
1899 +2.122354921e+004 +2.122354921e+004 +2.222354921e+004 +2.222354921e+004 +3.0351e+000 -3.8452e+000 +9.2782e-001 -5.3278e+000 -3.2455e+000 +7.1290e-001 +2.1720e+000 +4.2390e+000 -3.6526e+000 -4.0272e+000 +3.6477e+000 -2.0834e+000 -2.1646e+000 -1.9444e+000 +4.0337e-001 +3.2579e+000 +3.5407e+000 +1.5503e+000 +1.2452e+000 +1.7406e+000
2212 +1.462522609e+004 +1.462522609e+004 +1.562522609e+004 +1.562522609e+004 +7.2113e+000 -4.8796e+000 +9.3460e+000 -4.6762e-001 -5.1004e+000 -3.5847e-001 +2.0460e+000 +1.9140e+000 -1.6871e+000 -4.7331e+000 +2.6920e+000 -2.2144e+000 -1.8536e+000 -2.0612e+000 +5.6557e-001 +3.1738e+000 +3.4645e+000 +1.3912e+000 +1.2379e+000 +1.7415e+000
2322 +9.353150133e+003 +9.353150133e+003 +1.035315013e+004 +1.035315013e+004 +9.5871e+000 -6.0189e+000 +8.6764e+000 -4.9366e+000 -6.0043e+000 -3.0432e-001 +6.4256e-001 +3.0056e+000 +7.5557e-001 -4.2023e+000 +2.3320e+000 -2.3136e+000 -2.0158e+000 -2.1602e+000 +6.2195e-001 +3.1921e+000 +3.3845e+000 +1.3743e+000 +1.2186e+000 +1.7428e+000
2616 +5.476519881e+003 +5.476519881e+003 +6.476519881e+003 +6.476519881e+003 +4.8091e+000 -5.5908e+000 +1.6783e+001 -7.1021e+000 -5.2231e+000 -1.5366e+000 -1.2064e+000 +2.5243e+000 +1.2235e+000 -2.9472e+000 +3.8481e+000 -2.2142e+000 -1.7750e+000 -2.2385e+000 +5.7645e-001 +3.2613e+000 +3.4032e+000 +1.4133e+000 +1.2238e+000 +1.7375e+000
2716 +3.169669128e+003 +3.169669128e+003 +4.169669128e+003 +4.169669128e+003 +5.5912e+000 -5.6315e+000 +9.1284e+000 -2.7773e+000 -2.6043e+000 -1.5748e+000 -1.1831e+000 +2.8419e+000 +1.4946e+000 -2.8556e+000 +3.8082e+000 -2.2394e+000 -1.8558e+000 -2.1925e+000 +3.3210e-001 +3.2516e+000 +3.4313e+000 +1.4396e+000 +1.2444e+000 +1.7398e+000
2886 +2.288758061e+003 +2.288758061e+003 +3.288758061e+003 +3.288758061e+003 -3.0735e+000 -6.4561e+000 +8.5605e+000 -7.7223e-001 -3.1974e+000 +3.3887e-002 -5.3167e-001 +1.7017e+000 +1.7505e+000 -2.4919e+000 +3.3334e+000 -2.1405e+000 -1.8651e+000 -2.1296e+000 +5.3789e-001 +3.2603e+000 +3.4449e+000 +1.4357e+000 +1.2066e+000 +1.7394e+000
2928 +1.416624121e+003 +1.416624121e+003 +2.416624121e+003 +2.416624121e+003 -2.8469e+000 -6.6828e+000 +6.6987e+000 -4.3519e-002 -2.1758e+000 -2.5567e-001 -4.1016e-001 +2.5255e+000 +2.1046e+000 -1.9594e+000 +3.2056e+000 -2.0618e+000 -1.9086e+000 -2.1541e+000 +5.1842e-001 +3.2184e+000 +3.4747e+000 +1.4502e+000 +1.2077e+000 +1.7358e+000
3199 +9.761830575e+002 +9.761830575e+002 +1.976183058e+003 +1.976183058e+003 +1.1698e+000 -4.0823e+000 +5.2065e+000 -2.3013e-001 -2.7887e+000 -2.2668e+000 -1.2448e+000 +2.3877e+000 +2.0783e+000 -2.1086e+000 +3.6874e+000 -2.0981e+000 -1.9176e+000 -2.1377e+000 +4.7389e-001 +3.1803e+000 +3.4653e+000 +1.4418e+000 +1.2248e+000 +1.7412e+000
3383 +6.116818166e+002 +6.116818166e+002 +1.611681817e+003 +1.611681817e+003 -4.2188e+000 -6.6086e+000 -1.6275e+000 -1.8953e+000 -1.4598e+000 -2.2961e+000 -2.1068e+000 +2.4800e+000 +1.9022e+000 -1.7114e+000 +3.2872e+000 -2.1266e+000 -1.9801e+000 -2.2106e+000 +4.4346e-001 +3.2002e+000 +3.4780e+000 +1.4449e+000 +1.2314e+000 +1.7456e+000
3666 +3.789755476e+002 +3.789755476e+002 +1.378975548e+003 +1.378975548e+003 -4.5007e+000 -5.8896e+000 +4.9454e+000 -2.3280e+000 -1.4185e+000 -2.8880e+000 -1.3826e+000 +2.5663e+000 +2.2122e+000 -2.2448e+000 +3.2037e+000 -2.0813e+000 -1.9986e+000 -2.1260e+000 +4.4748e-001 +3.2289e+000 +3.4701e+000 +1.4442e+000 +1.2282e+000 +1.7458e+000
3718 +2.489442952e+002 +2.489442952e+002 +1.248944295e+003 +1.248944295e+003 -3.8676e+000 -3.6217e+000 +3.6932e+000 +1.4081e-001 -7.5520e-001 -2.8993e+000 -2.0100e+000 +2.6301e+000 +2.1453e+000 -2.3125e+000 +3.1825e+000 -2.0388e+000 -2.0717e+000 -2.1622e+000 +4.5518e-001 +3.2067e+000 +3.4764e+000 +1.4468e+000 +1.2309e+000 +1.7398e+000
